internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
40585,Trichosurus vulpecula,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PHALANGERIDAE,Trichosurus,vulpecula,,,,,"(Kerr, 1792)","Populations from Barrow Island, the edge of the Pilbara, Kimberley, and northern Northern Territory are sometimes considered a separate species (i.e., <i>Trichosurus arnhemensis</i>) (e.g., Groves 2005). Likewise, populations from the Atherton Tablelands are sometimes considered a species (<i>T. johnstonii</i>) (e.g., Flannery 1994, Groves 2005). Usually, however, these populations are considered subspecies of <i>T. vulpecula</i> (e.g., Kerle and How 2008)."
20165,Setonix brachyurus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Setonix,brachyurus,,,,,"(Quoy &amp; Gaimard, 1830)",<p><br/></p>
6799,Dorcopsis luctuosa,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dorcopsis,luctuosa,,,,,"(D'Albertis, 1874)",
6800,Dorcopsis muelleri,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dorcopsis,muelleri,,,,,"(Lesson, 1827)","Synonym <em>Dorcopsis veterum</em>.  Flannery's (1990) distribution map shows the species occurs only in Irian Jaya, and lists its presence on Misool and Salawatti Islands off the Vogelkop Peninsula, and Japen Island in Geelvinck bay. All belong to Indonesia."
6795,Dorcopsis hageni,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dorcopsis,hageni,,,,,"Heller, 1897",
6794,Dorcopsis atrata,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dorcopsis,atrata,,,,,"Van Deusen, 1957",Generic synonym = <i>Dorcopsulus</i>.
40575,Wallabia bicolor,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Wallabia,bicolor,,,,,"(Desmarest, 1804)",
6802,Dorcopsulus vanheurni,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dorcopsulus,vanheurni,,,,,"(Thomas, 1922)",Synonym = <i>Dorcopsis vanheurni</i>.
6801,Dorcopsulus macleayi,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dorcopsulus,macleayi,,,,,"(Miklouho-Maclay, 1885)","<i>Dorcopsulus macleayi</i> has been considered by some authors to be conspecific with <i>D. vanheurni</i>, but we provisionally follow Groves (2005) in treating it as a separate species."
41513,Macropus giganteus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Macropus,giganteus,,,,,"Shaw, 1790",
12627,Macropus parma,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Macropus,parma,,,,,"Waterhouse, 1845",
12626,Macropus irma,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Macropus,irma,,,,,"(Jourdan, 1837)",No subspecies are recognised.
40566,Macropus rufogriseus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Macropus,rufogriseus,,,,,"(Desmarest, 1817)",
40565,Macropus robustus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Macropus,robustus,,,,,"Gould, 1841",
40567,Macropus rufus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Macropus,rufus,,,,,"(Desmarest, 1822)",
40562,Macropus dorsalis,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Macropus,dorsalis,,,,,"(Gray, 1837)",
40561,Macropus antilopinus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Macropus,antilopinus,,,,,"(Gould, 1842)",
41512,Macropus eugenii,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Macropus,eugenii,,,,,"(Desmarest, 1817)","<p>The type locality of <em>Macropus eugenii</em> is Saint Peter Island, South Australia, where it is locally extinct. </p>    <p>Three subspecies have been recognised in the recent past: <em>Macropus eugenii eugenii </em>(mainland South Australia and some islands), <em>Macropus eugenii decres</em> (Kangaroo Island) and <em>Macropus eugenii derbianus</em> (south west Western Australia and Western Australian islands) (Poole <em>et al</em>. 1991). Recent unpublished genetic research has suggested that only two subspecies should be recognised, with Kangaroo Island and South Australian mainland subpopulations being the same subspecies (M. Eldridge <em>pers. comm</em>.):</p>    <p><em>M. e. eugenii</em> is Least Concern;</p><p><em>M. e. derbianus</em> is Least Concern.</p>"
40564,Macropus parryi,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Macropus,parryi,,,,,"Bennett, 1835",
40563,Macropus fuliginosus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Macropus,fuliginosus,,,,,"(Desmarest, 1817)",
40560,Macropus agilis,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Macropus,agilis,,,,,"(Gould, 1842)",
12620,Macropus bernardus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Macropus,bernardus,,,,,"Rothschild, 1904",
11161,Lagorchestes conspicillatus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Lagorchestes,conspicillatus,,,,,"Gould, 1842",
11162,Lagorchestes hirsutus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Lagorchestes,hirsutus,,,,,"Gould, 1844","<p>Morphological and genetic studies have raised doubts about the validity of the three (originally four) subspecies. Courtenay (1993) found limited morphological differences between the extant subspecies. Eldridge <em>et al</em>. (2004) found that the Bernier and Dorre Island populations had substantially lower genetic diversity than the remnant mainland population. Mark Eldridge (<em>pers. comm.</em>) has unpublished molecular data that show very little difference between <em>L. h. bernieri</em> and <em>L. h. dorreae</em>, suggesting that the latter subspecies should be synonymised with the former (which we have followed). Whether or not the subspecies are valid, the three extant subpopulations are clearly different conservation management units.</p>    <p><em>L. h. hirsutus</em> is Extinct;</p>  <p><em>L. h. bernieri</em> is Vulnerable;</p>  <p><em>L. h.</em> ‘central Australian subspecies’ is Endangered.</p>"
136509,Petrogale mareeba,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Petrogale,mareeba,,,,,"Eldridge &amp; Close, 1992",
41515,Petrogale herberti,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Petrogale,herberti,,,,,"Thomas, 1926",
41516,Petrogale inornata,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Petrogale,inornata,,,,,"Gould, 1842",
41514,Petrogale godmani,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Petrogale,godmani,,,,,"Thomas, 1923",
40570,Petrogale brachyotis,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Petrogale,brachyotis,,,,,"(Gould, 1841)",
40569,Petrogale assimilis,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Petrogale,assimilis,,,,,"Ramsay, 1877",
41517,Petrogale rothschildi,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Petrogale,rothschildi,,,,,"Thomas, 1904",
16761,Petrogale concinna,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Petrogale,concinna,,,,,"Gould, 1842","<p>Three subspecies have been described; however, their validity has not been tested by modern genetic methods:</p>    <p><em>P. c. concinna</em> is Critically Endangered (Possibly Extinct);</p>  <p><em>P. c. canescens</em> is Vulnerable;</p>  <p><em>P. c. monastria</em> is Vulnerable.</p>"
16753,Petrogale sharmani,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Petrogale,sharmani,,,,,"Eldridge &amp; Close, 1992",
16751,Petrogale lateralis,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Petrogale,lateralis,,,,,"Gould, 1842","<p>The formerly widespread <em>P. lateralis</em> shows local and considerable regional genetic variation. Taxonomy follows Eldridge <em>et al</em>. (1991), which was based on chromosome morphology and allozyme banding. They identified three subspecies and two ‘races’, here considered as subspecies. The subspecies and races have been widely accepted but have not been subjected to modern DNA analyses.</p>    <p><em>Petrogale lateralis lateralis</em> is Endangered;</p><p><em>Petrogale lateralis hacketti</em> is Vulnerable;</p>  <p><em>Petrogale lateralis pearsoni </em>is Near Threatened;</p>  <p><em>Petrogale lateralis</em> ‘MacDonnell Ranges subspecies’ is Vulnerable;</p>  <p><em>Petrogale lateralis </em>‘West Kimberley subspecies’ is Endangered.</p>"
16750,Petrogale xanthopus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Petrogale,xanthopus,,,,,"Gray, 1855",
136463,Petrogale purpureicollis,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Petrogale,purpureicollis,,,,,"Le Souef, 1924",
16747,Petrogale persephone,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Petrogale,persephone,,,,,"Maynes, 1982",
16746,Petrogale penicillata,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Petrogale,penicillata,,,,,"(Gray, 1827)",
16744,Petrogale burbidgei,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Petrogale,burbidgei,,,,,"Kitchener &amp; Sanson, 1978","<p>No subspecies dare recognised, but Potter <em>et al</em>. (2012) and M. Eldridge (<em>pers. comm.</em>) have identified genetically highly divergent individuals from Prince Regent River and Artesian Range, which may represent a distinct taxon. </p>"
11171,Lagostrophus fasciatus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Lagostrophus,fasciatus,,,,,"(Péron &amp; Lesueur, 1807)","<p>Eldridge (2008) pointed out that <em>Lagostrophus</em> differs from other members of the Macropodidae on a number of criteria, genetic and morphological, and placed them in an unknown subfamily; however, <em>Lagostrophus</em> has recently been placed in a new subfamily, the Lagostrophinae (Prideaux and Warburton 2010). Otherwise, all species are placed in the subfamily Macropodinae.</p>"
6437,Dendrolagus mbaiso,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dendrolagus,mbaiso,,,,,"Flannery, Boeadi &amp; Szalay, 1995",
6436,Dendrolagus spadix,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dendrolagus,spadix,,,,,"Troughton &amp; Le Souef, 1936",
6435,Dendrolagus scottae,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dendrolagus,scottae,,,,,"Flannery &amp; Seri, 1990","This species was described and named by Tim Flannery in 1989. There are thought to be two subspecies: one in the Torricelli mountains, and a second at Mount Menawa to the west. The Mount Menawa specimens are substantially smaller than the Torricelli specimens (Flannery 1995). As yet, subspecies have not been formerly described.<br/><br/>At present there is too little information for separate conservation assessment of the two subspecies."
6434,Dendrolagus ursinus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dendrolagus,ursinus,,,,,"(Temminck, 1836)",
6433,Dendrolagus matschiei,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dendrolagus,matschiei,,,,,"Förster &amp; Rothschild, 1907","Consisdered by some (e.g. Groves 1982) to be synonymous with <i>D. deltae</i>, <i>D. spadix</i> and <i>D. goodfellowi</i>. Flannery (1995) says that <i>D. matschiei</i> is different in a number of ways, so should be kept separate.
<br>
<br>Australasian Monotreme & Marsupial Specialist Group regard <i>D. deltae</i> as a synonym of <i>D. matschei,</i> but recognised <i>D. spadix</i>, <i>D. goodfellowi</i> and <i>D. scottae</i> as valid species (John Seebeck in litt. 2002)."
136668,Dendrolagus mayri,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dendrolagus,mayri,,,,,"Rothschild &amp; Dollman, 1933","This species is usually considered a subspecies of <em>Dendrolagus dorianus</em> (e.g., Flannery 1995, Groves 2005), but we provisionally treat it as a separate species following Helgen (2007)."
136812,Dendrolagus stellarum,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dendrolagus,stellarum,,,,,"Flannery &amp; Seri, 1990","<i>Dendrolagus stellarum</i> has often been considered a subspecies of <i>D. dorianus</i> (e.g., Flannery 1995), but it is treated here as a separate species here following Groves (2005). Helgen (2007) notes that although <i>D. stellarum</i> is a recent split, it may be composed of more than one species itself (based on indications from a comparison of genetic sequencing data from populations in the Snow and Star Mountains, reported by Bowyer <i>et al.</i> 2003)."
136732,Dendrolagus notatus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dendrolagus,notatus,,,,,"Matschie, 1916","This species is usually considered a subspecies of <i>Dendrolagus dorianus</i> (e.g., Flannery 1995, Groves 2005), but we provisionally treat it as a separate species following Helgen (2007)."
6426,Dendrolagus bennettianus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dendrolagus,bennettianus,,,,,"De Vis, 1887",
136696,Dendrolagus pulcherrimus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dendrolagus,pulcherrimus,,,,,"Flannery, 1993","This species has often been considered to be a subspecies of <em>Dendrolagus goodfellowi</em>, but we follow Groves (2005) who treats it as a full species."
6427,Dendrolagus dorianus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dendrolagus,dorianus,,,,,"Ramsay, 1883",
6429,Dendrolagus goodfellowi,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dendrolagus,goodfellowi,,,,,"Thomas, 1908",Recognised as a valid species by Australasian Monotreme & Marsupial Specialist Group (John Seebeck in litt. 2002).
6431,Dendrolagus inustus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dendrolagus,inustus,,,,,"Müller, 1840","<em>Dendrolagus inustus</em>&#160;occurs as two distinct subspecies: <em>D. inustus inustus</em>&#160;occurs in the west of New Guinea on the Vogelkop Peninsula, Fakfak Peninsula and Japen; <em>D. inustus finschi</em>&#160;has a distribution centred on the north coast ranges of New Guinea."
6432,Dendrolagus lumholtzi,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dendrolagus,lumholtzi,,,,,"Collett, 1884",
40568,Onychogalea unguifera,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Onychogalea,unguifera,,,,,"(Gould, 1841)",
15330,Onychogalea fraenata,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Onychogalea,fraenata,,,,,"(Gould, 1841)",
40574,Thylogale stigmatica,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Thylogale,stigmatica,,,,,"(Gould, 1860)",
136255,Thylogale lanatus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Thylogale,lanatus,,,,,"Thomas, 1922","<i>Thylogale lanatus</i> is sometimes considered to be a subspecies of <i>T. browni</i> (e.g., Flannery 1995). We follow Groves (2005) who provisionally treated it as a separate species."
40573,Thylogale thetis,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Thylogale,thetis,,,,,"(Lesson, 1827)",
21874,Thylogale browni,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Thylogale,browni,,,,,"(Ramsay, 1887)","Groves in Wilson and Reeder (1993) placed this into synonymy under <i>T. brunii</i>, but Novak (1999) maintains it as a distinct species."
40571,Thylogale billardierii,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Thylogale,billardierii,,,,,"(Desmarest, 1822)",
21873,Thylogale calabyi,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Thylogale,calabyi,,,,,"Flannery, 1992",
21870,Thylogale brunii,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Thylogale,brunii,,,,,"(Schreber, 1778)",
40583,Tarsipes rostratus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,TARSIPEDIDAE,Tarsipes,rostratus,,,,,"Gervais &amp; Verreaux, 1842",
40556,Vombatus ursinus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,VOMBATIDAE,Vombatus,ursinus,,,,,"(Shaw, 1800)",
11343,Lasiorhinus krefftii,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,VOMBATIDAE,Lasiorhinus,krefftii,,,,,"(Owen, 1873)",Synonyms = <i>L. barnardi</i>; <i>L. gillespiei</i>.
40555,Lasiorhinus latifrons,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,VOMBATIDAE,Lasiorhinus,latifrons,,,,,"(Owen, 1845)",
16726,Petaurus abidi,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PETAURIDAE,Petaurus,abidi,,,,,"Ziegler, 1981",
16728,Petaurus norfolcensis,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PETAURIDAE,Petaurus,norfolcensis,,,,,"(Kerr, 1792)",
16727,Petaurus gracilis,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PETAURIDAE,Petaurus,gracilis,,,,,"(de Vis, 1883)",
16730,Petaurus australis,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PETAURIDAE,Petaurus,australis,,,,,"Shaw, 1791",
16732,Petaurus biacensis,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PETAURIDAE,Petaurus,biacensis,,,,,"Ulmer, 1940","Helgen (2007) states that <i>Petaurus biacensis</i> is likely to be conspecific with <i>P. breviceps</i>. <i>P. biacensis</i> appears to differ from the latter mainly by having a higher incidence of melanism (Helgen 2007). We provisionally retain <i>P. biacensis</i> as a separate species pending further taxonomic work, thus following what has become standard treatment (e.g., Flannery 1994, 1995; Groves 2005)."
16731,Petaurus breviceps,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PETAURIDAE,Petaurus,breviceps,,,,,"Waterhouse, 1838","<i>Petaurus breviceps</i> might represent a species complex (i.e., contain more than one species) (Colgan and Flannery 1992, Groves 2005, Helgen 2007)."
6225,Dactylonax palpator,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PETAURIDAE,Dactylonax,palpator,,,,,"(Milne-Edwards, 1888)","<i>Dactylonax palpator</i> is usually placed in the genus <i>Dactylopsila</i> (e.g., Flannery 1995, Groves 2005), however, we provisionally follow Helgen (2007) and keep it in the monotypic genus described by Thomas in 1910."
9564,Gymnobelideus leadbeateri,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PETAURIDAE,Gymnobelideus,leadbeateri,,,,,"McCoy, 1867",
6226,Dactylopsila trivirgata,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PETAURIDAE,Dactylopsila,trivirgata,,,,,"Gray, 1858",
6224,Dactylopsila tatei,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PETAURIDAE,Dactylopsila,tatei,,,,,"Laurie, 1952",Synonym = <i>Dactylonax tatei</i>.
6223,Dactylopsila megalura,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PETAURIDAE,Dactylopsila,megalura,,,,,"Rothschild &amp; Dollman, 1932",Synonym = D<i>actylonax megalura</i>.
16892,Phascolarctos cinereus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PHASCOLARCTIDAE,Phascolarctos,cinereus,,,,,"(Goldfuss, 1817)",
18102,Potorous longipes,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,POTOROIDAE,Potorous,longipes,,,,,"Seebeck &amp; Johnston, 1980",
41511,Potorous tridactylus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,POTOROIDAE,Potorous,tridactylus,,,,,"(Kerr, 1792)",
18107,Potorous gilbertii,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,POTOROIDAE,Potorous,gilbertii,,,,,"(Gould, 1841)","No subspecies are recognised. In the past, some authors considered Gilbert’s Potoroo to be a subspecies of the Long-nosed Potoroo <em>Potorous tridactylus</em>. Mitochondrial DNA sequencing has shown that it is a distinct species (Sinclair and Westerman 1997; Frankham <em>et al</em>. 2012) and more closely related to <em>P. tridactylus</em> than <em>P. longipes</em>."
2783,Bettongia gaimardi,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,POTOROIDAE,Bettongia,gaimardi,,,,,"(Desmarest, 1822)",
2784,Bettongia lesueur,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,POTOROIDAE,Bettongia,lesueur,,,,,"(Quoy &amp; Gaimard, 1824)","<p>Two extant subspecies and one extinct subspecies are currently widely accepted; however, these have not been subjected to modern molecular genetic analysis:&#160;<em>Bettongia l. lesueur,&#160;</em><em>B. l. graii,&#160;</em><em>B. l. </em>‘Barrow and Boodie Islands’.</p>"
2785,Bettongia penicillata,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,POTOROIDAE,Bettongia,penicillata,,,,,"Gray, 1837","<p>The taxonomy of <em>Bettongia penicillata</em> is unsettled. The species was once the most widespread of any member of the Potoroidae with records from all mainland States and the Northern Territory (Start <em>et al</em>. 1995). It is possible that the two subspecies represent distant ends of clines that terminated in southeastern Australia (subspecies <em>penicillata</em>), southwestern Australia (subspecies <em>ogilbyi</em>) and northern Queensland (<em>B. tropica</em>, originally described at a subspecies <em>of B. penicillata</em>).<em> Bettongia penicillata penicillata</em> is Extinct.<em> Bettongia penicillata ogilbyi</em> is Critically Endangered.</p>"
40558,Aepyprymnus rufescens,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,POTOROIDAE,Aepyprymnus,rufescens,,,,,"(Gray, 1837)",
40638,Pseudochirulus canescens,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Pseudochirulus,canescens,,,,,"(Waterhouse, 1846)","Groves in Wilson and Reeder (1993)  listed this as <i>Pseudocheirus canescens</i>, but the Australasian Monotreme and Marsupial Specialist Group follow Flannery and Schouten (1994) who treat it under the genus <i>Pseudochirulus</i> based on molecular analyses by Baverstock (1984) and Baverstock <i>et al</i>. (1990)."
136699,Pseudochirulus larvatus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Pseudochirulus,larvatus,,,,,"(Förster &amp; Rothschild, 1911)",<i>Pseudochirulus larvatus</i> has often been considered to be conspecific with <i>P. forbesi</i>. We follow Groves (2005) in treating <i>P. larvatus</i> as a separate species pending further taxonomic research.
40640,Pseudochirulus mayeri,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Pseudochirulus,mayeri,,,,,"(Rothschild &amp; Dollman, 1932)","Groves in Wilson and Reeder (1993)  treats this as <i>Pseudocheirus mayeri</i>, but the Australasian Monotreme and Marsupial Specialist Group follow Flannery and Schouten (1994) who treat it under the genus <i>Pseudochirulus</i> based on molecular analyses by Baverstock (1984) and Baverstock <i>et al</i>. (1990)."
40639,Pseudochirulus forbesi,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Pseudochirulus,forbesi,,,,,"(Thomas, 1887)",<i>Pseudochirulus larvatus</i> has often been considered to be conspecific with <i>P. forbesi</i>. We follow Groves (2005) in treating <i>P. larvatus</i> as a separate species pending further taxonomic research.
18507,Pseudochirulus caroli,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Pseudochirulus,caroli,,,,,"(Thomas, 1921)","An isolated ringtail population near the Baliem Valley (Bokondini) has been assigned to <i>Pseudochirulus caroli</i> in the past (Flannery 1995), but may well be a distinct species (Hoogenboezem and Helgen, cited as ""unpublished data"" in Helgen 2007)."
18508,Pseudochirulus cinereus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Pseudochirulus,cinereus,,,,,"Tate, 1945",Groves in Wilson and Reeder (1993)  treats this as a synonym of <i>Pseudocheirus herbertensis</i>.
40641,Pseudochirulus schlegeli,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Pseudochirulus,schlegeli,,,,,"(Jentink, 1884)","Known only from the type specimen collected on the Vogelkop (Bird's Head) Peninsula, Irian Jaya (Flannery (1990)). Groves in Wilson and Reeder (1993)  treats this as <i>Pseudocheirus schlegeli</i>, but the Australasian Monotreme and Marsupial Specialist Group Flannery and Schouten (1994) who treat it under the genus <i>Pseudochirulus</i> based on molecular analyses by Baverstock (1984) and Baverstock <i>et al</i>. (1990)."
18509,Pseudochirulus herbertensis,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Pseudochirulus,herbertensis,,,,,"(Collett, 1884)",Groves in Wilson and Reeder (1993) lists this species as <i>Pseudocheirus herbertensis</i>.
40580,Petropseudes dahli,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Petropseudes,dahli,,,,,"(Collett, 1895)",
9869,Hemibelideus lemuroides,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Hemibelideus,lemuroides,,,,,"(Collett, 1884)",
18503,Pseudochirops albertisii,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Pseudochirops,albertisii,,,,,"(Peters, 1874)",
18504,Pseudochirops corinnae,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Pseudochirops,corinnae,,,,,"(Thomas, 1897)",
18502,Pseudochirops archeri,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Pseudochirops,archeri,,,,,"(Collett, 1884)",
18505,Pseudochirops cupreus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Pseudochirops,cupreus,,,,,"(Thomas, 1897)",Synonym = <i>Pseudocheirops cupreus</i>.
40582,Pseudochirops coronatus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Pseudochirops,coronatus,,,,,"(Thomas, 1897)","Groves in Wilson and Reeder (1993) treated <i>P. coronatus</i> as a synonym of <i>P. albertisii</i>, but Flannery and Schouten (1994) in Nowak (1999) treat it as a valid species.  The Australasian Monotreme and Marsupial Specialist Group recognise it as a valid species (John Seebeck in litt. 2002)."
40581,Pseudocheirus peregrinus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Pseudocheirus,peregrinus,,,,,"(Boddaert, 1785)","<i>Pseudocheirus occidentalis</i> is often considered to be conspecific with <i>P. peregrinus</i> (e.g., Groves 2005). It is treated as a separate species here following the advice of the IUCN SSC Australian and Melanesian Non-volant Mammal Specialist Group."
